Time (s),Depth (m),Pitch (deg)
374.00,3.0604,4.8320
374.10,3.0700,4.9403
374.20,3.0796,5.0250
374.30,3.0894,5.0843
374.40,3.0993,5.1169
374.50,3.1093,5.1224
374.60,3.1194,5.1015
374.70,3.1295,5.0548
374.80,3.1397,4.9828
374.90,3.1499,4.8861
375.00,3.1600,4.7656
375.10,3.1702,4.6230
375.20,3.1803,4.4610
375.30,3.1903,4.2821
375.40,3.2003,4.0887
375.50,3.2102,3.8834
375.60,3.2200,3.6689
375.70,3.2296,3.4482
375.80,3.2391,3.2247
375.90,3.2484,3.0016
376.00,3.2577,2.7824
376.10,3.2667,2.5703
376.20,3.2756,2.3685
376.30,3.2843,2.1798
376.40,3.2929,2.0066
376.50,3.3013,1.8514
376.60,3.3096,1.7168
376.70,3.3177,1.6054
376.80,3.3257,1.5191
376.90,3.3336,1.4588
377.00,3.3414,1.4248
377.10,3.3491,1.4175
377.20,3.3568,1.4373
377.30,3.3644,1.4846
377.40,3.3719,1.5593
377.50,3.3795,1.6595
377.60,3.3870,1.7833
377.70,3.3946,1.9288
377.80,3.4022,2.0938
377.90,3.4098,2.2765
378.00,3.4175,2.4745
378.10,3.4254,2.6845
378.20,3.4333,2.9031
378.30,3.4413,3.1272
378.40,3.4495,3.3532
378.50,3.4578,3.5780
378.60,3.4663,3.7983
378.70,3.4749,4.0112
378.80,3.4837,4.2136
378.90,3.4927,4.4026
379.00,3.5018,4.5753
379.10,3.5110,4.7285
379.20,3.5204,4.8603
379.30,3.5300,4.9692
379.40,3.5397,5.0542
379.50,3.5495,5.1138
379.60,3.5594,5.1470
379.70,3.5695,5.1526
379.80,3.5795,5.1305
379.90,3.5897,5.0817
380.00,3.5999,5.0073
380.10,3.6101,4.9083
380.20,3.6203,4.7857
380.30,3.6305,4.6408
380.40,3.6406,4.4756
380.50,3.6506,4.2928
380.60,3.6606,4.0954
380.70,3.6705,3.8862
380.80,3.6803,3.6681
380.90,3.6899,3.4438
381.00,3.6994,3.2167
381.10,3.7088,2.9900
381.20,3.7180,2.7670
381.30,3.7271,2.5512
381.40,3.7359,2.3459
381.50,3.7447,2.1543
381.60,3.7532,1.9789
381.70,3.7616,1.8221
381.80,3.7699,1.6860
381.90,3.7780,1.5728
382.00,3.7860,1.4848
382.10,3.7939,1.4239
382.20,3.8017,1.3904
382.30,3.8094,1.3844
382.40,3.8170,1.4058
382.50,3.8245,1.4543
382.60,3.8321,1.5299
382.70,3.8396,1.6321
382.80,3.8471,1.7589
382.90,3.8547,1.9080
383.00,3.8622,2.0768
383.10,3.8699,2.2630
383.20,3.8776,2.4642
383.30,3.8854,2.6777
383.40,3.8933,2.9002
383.50,3.9014,3.1283
383.60,3.9095,3.3585
383.70,3.9178,3.5874
383.80,3.9263,3.8115
383.90,3.9349,4.0275
384.00,3.9437,4.2326
384.10,3.9527,4.4241
384.20,3.9618,4.5993
384.30,3.9710,4.7552
384.40,3.9805,4.8893
384.50,3.9901,4.9994
384.60,3.9998,5.0845
384.70,4.0096,5.1439
384.80,4.0195,5.1769
384.90,4.0296,5.1825
385.00,4.0397,5.1601
385.10,4.0499,5.1098
385.20,4.0601,5.0330
385.30,4.0703,4.9311
385.40,4.0805,4.8057
385.50,4.0907,4.6582
385.60,4.1009,4.4903
385.70,4.1110,4.3042
385.80,4.1210,4.1028
385.90,4.1309,3.8895
386.00,4.1406,3.6671
386.10,4.1503,3.4390
386.20,4.1598,3.2082
386.30,4.1692,2.9779
386.40,4.1784,2.7515
386.50,4.1874,2.5322
386.60,4.1963,2.3234
386.70,4.2050,2.1283
386.80,4.2136,1.9502
386.90,4.2220,1.7916
387.00,4.2302,1.6543
387.10,4.2383,1.5401
387.20,4.2463,1.4510
387.30,4.2542,1.3886
387.40,4.2619,1.3548
387.50,4.2696,1.3498
387.60,4.2772,1.3729
387.70,4.2847,1.4235
387.80,4.2922,1.5010
387.90,4.2997,1.6047
388.00,4.3072,1.7337
388.10,4.3148,1.8860
388.20,4.3223,2.0588
388.30,4.3299,2.2491
388.40,4.3376,2.4542
388.50,4.3454,2.6713
388.60,4.3533,2.8974
388.70,4.3614,3.1293
388.80,4.3695,3.3634
388.90,4.3778,3.5963
389.00,4.3863,3.8245
389.10,4.3949,4.0444
389.20,4.4037,4.2527
389.30,4.4127,4.4464
389.40,4.4218,4.6227
389.50,4.4311,4.7787
389.60,4.4406,4.9117
389.70,4.4502,5.0191
389.80,4.4600,5.1001
389.90,4.4699,5.1539
390.00,4.4799,5.1799
390.10,4.4900,5.1774
390.20,4.5001,5.1463
390.30,4.5103,5.0876
390.40,4.5206,5.0028
390.50,4.5308,4.8931
390.60,4.5410,4.7598
390.70,4.5512,4.6048
390.80,4.5613,4.4308
390.90,4.5714,4.2405
391.00,4.5814,4.0369
391.10,4.5912,3.8227
391.20,4.6009,3.6010
391.30,4.6105,3.3752
391.40,4.6199,3.1488
391.50,4.6292,2.9250
391.60,4.6383,2.7074
391.70,4.6473,2.4990
391.80,4.6561,2.3025
391.90,4.6648,2.1206
392.00,4.6733,1.9560
392.10,4.6816,1.8113
392.20,4.6898,1.6891
392.30,4.6979,1.5906
392.40,4.7058,1.5168
392.50,4.7137,1.4688
392.60,4.7214,1.4475
392.70,4.7291,1.4539
392.80,4.7368,1.4881
392.90,4.7443,1.5488
393.00,4.7519,1.6347
393.10,4.7595,1.7445
393.20,4.7670,1.8769
393.30,4.7746,2.0305
393.40,4.7823,2.2027
393.50,4.7900,2.3906
393.60,4.7978,2.5911
393.70,4.8057,2.8012
393.80,4.8137,3.0180
393.90,4.8219,3.2384
394.00,4.8301,3.4591
394.10,4.8385,3.6768
394.20,4.8471,3.8884
394.30,4.8558,4.0904
394.40,4.8647,4.2798
394.50,4.8737,4.4539
394.60,4.8829,4.6107
394.70,4.8922,4.7481
394.80,4.9017,4.8640
394.90,4.9113,4.9562
395.00,4.9211,5.0232
395.10,4.9309,5.0646
395.20,4.9409,5.0803
395.30,4.9509,5.0702
395.40,4.9610,5.0342
395.50,4.9711,4.9721
395.60,4.9812,4.8851
395.70,4.9914,4.7750
395.80,5.0015,4.6435
395.90,5.0116,4.4927
396.00,5.0217,4.3243
396.10,5.0316,4.1404
396.20,5.0415,3.9439
396.30,5.0513,3.7380
396.40,5.0610,3.5256
396.50,5.0705,3.3099
396.60,5.0799,3.0940
396.70,5.0891,2.8808
396.80,5.0982,2.6736
396.90,5.1071,2.4751
397.00,5.1159,2.2886
397.10,5.1245,2.1170
397.20,5.1330,1.9631
397.30,5.1413,1.8290
397.40,5.1495,1.7161
397.50,5.1576,1.6261
397.60,5.1655,1.5606
397.70,5.1734,1.5213
397.80,5.1812,1.5088
397.90,5.1889,1.5226
398.00,5.1965,1.5623
398.10,5.2042,1.6271
398.20,5.2118,1.7166
398.30,5.2194,1.8299
398.40,5.2270,1.9650
398.50,5.2346,2.1195
398.60,5.2423,2.2907
398.70,5.2501,2.4761
398.80,5.2580,2.6730
398.90,5.2659,2.8788
399.00,5.2740,3.0904
399.10,5.2822,3.3046
399.20,5.2905,3.5183
399.30,5.2990,3.7285
399.40,5.3076,3.9319
399.50,5.3163,4.1256
399.60,5.3252,4.3065
399.70,5.3343,4.4715
399.80,5.3435,4.6178
399.90,5.3529,4.7421
400.00,5.3625,4.8416
